"INCIDENT_KEY","VICTIM_ID","VICTIM_AGE_GROUP","VICTIM_SEX","VICTIM_RACE","STAT_MURDER_FLG"
"65010708","65010708-16809","25-44","MALE","BLACK HISPANIC","Y"
"65010708","65010708-16810","25-44","MALE","BLACK HISPANIC","N"
"65010708","65010708-16811","25-44","MALE","WHITE HISPANIC","N"
"65394362","65394362-16883","25-44","MALE","BLACK","N"
"65440608","65440608-16890","18-24","MALE","BLACK","N"
"65928468","65928468-16969","18-24","MALE","BLACK","N"
"65931842","65931842-16980","18-24","MALE","BLACK","N"
"66027258","66027258-16998","25-44","FEMALE","WHITE HISPANIC","Y"
"66027258","66027258-16999","25-44","MALE","WHITE HISPANIC","N"
"66217184","66217184-17030","45-64","MALE","BLACK","N"
"66591579","66591579-17084","18-24","MALE","BLACK","N"
"66629762","66629762-17092","25-44","MALE","BLACK","N"
"66629762","66629762-17113","25-44","MALE","BLACK","N"
"66629762","66629762-17114","25-44","MALE","BLACK","N"
"66632688","66632688-17097","18-24","MALE","BLACK","N"
"66680880","66680880-17105","25-44","MALE","BLACK","N"
"67213141","67213141-17196","18-24","MALE","BLACK","N"
"67213141","67213141-17200","18-24","MALE","BLACK","N"
"67431955","67431955-17243","25-44","MALE","WHITE HISPANIC","Y"
"67631482","67631482-17255","25-44","MALE","BLACK","N"
"67847585","67847585-17289","<18","FEMALE","BLACK HISPANIC","N"
"67847585","67847585-17290","18-24","MALE","BLACK HISPANIC","N"
"67847586","67847586-17291","18-24","MALE","BLACK","N"
"67848289","67848289-17292","25-44","FEMALE","BLACK HISPANIC","N"
"68057381","68057381-17334","25-44","MALE","BLACK","N"
"68079286","68079286-17338","25-44","MALE","WHITE HISPANIC","N"
"68197459","68197459-17361","18-24","MALE","BLACK","N"
"299683365","299683365-1","45-64","MALE","BLACK","Y"
"299956934","299956934-1","<18","MALE","WHITE HISPANIC","N"
"300052774","300052774-1","25-44","MALE","BLACK","N"
"212082674","212082674-1","18-24","MALE","BLACK","N"
"212400498","212400498-1","25-44","MALE","BLACK","N"
"167835441","167835441-31242","45-64","MALE","BLACK","N"
"270274907","270274907-1","25-44","MALE","WHITE HISPANIC","N"
"270274907","270274907-2","18-24","MALE","WHITE HISPANIC","N"
"167882437","167882437-31255","25-44","MALE","BLACK","N"
"167960377","167960377-31259","25-44","MALE","BLACK","N"
"167960377","167960377-31260","25-44","MALE","BLACK","N"
"270388045","270388045-1","18-24","MALE","WHITE HISPANIC","Y"
"9953259","9953259-8179","25-44","MALE","BLACK","N"
"10137431","10137431-8242","18-24","MALE","WHITE","Y"
"10187495","10187495-8259","18-24","MALE","WHITE HISPANIC","Y"
"10187500","10187500-8265","25-44","MALE","BLACK","N"
"10187513","10187513-8279","<18","FEMALE","BLACK","N"
"10240261","10240261-8313","<18","MALE","WHITE HISPANIC","N"
"10333330","10333330-8345","45-64","MALE","BLACK HISPANIC","N"
"10454362","10454362-8385","25-44","MALE","WHITE HISPANIC","N"
"10454362","10454362-8462","25-44","MALE","WHITE HISPANIC","N"
"10454368","10454368-8392","18-24","FEMALE","WHITE HISPANIC","N"
"10454368","10454368-8415","18-24","MALE","BLACK","N"
"10454372","10454372-8400","18-24","MALE","BLACK","N"
"10454377","10454377-8406","18-24","MALE","BLACK","N"
"10454382","10454382-8411","25-44","MALE","BLACK","Y"
"10454383","10454383-8412","18-24","MALE","BLACK","Y"
"10619059","10619059-8432","18-24","MALE","BLACK","N"
"10660758","10660758-8496","25-44","MALE","BLACK","N"
"10660759","10660759-8497","18-24","MALE","BLACK","N"
"10713395","10713395-8505","18-24","MALE","BLACK","N"
"10713396","10713396-8508","25-44","MALE","BLACK","N"
"10764215","10764215-8545","<18","MALE","BLACK","N"
"10764215","10764215-8549","<18","FEMALE","BLACK","N"
"10804586","10804586-8554","25-44","MALE","BLACK","Y"
"10804586","10804586-8568","25-44","MALE","BLACK","N"
"10879213","10879213-8592","25-44","MALE","BLACK","Y"
"10879213","10879213-8593","18-24","MALE","BLACK","N"
"10879214","10879214-8594","25-44","MALE","WHITE","Y"
"10879225","10879225-8612","25-44","MALE","BLACK","N"
"10953940","10953940-8643","25-44","MALE","BLACK","Y"
"11118196","11118196-8690","18-24","MALE","WHITE HISPANIC","N"
"11118202","11118202-8700","25-44","MALE","BLACK","N"
"11118204","11118204-8703","18-24","MALE","BLACK","N"
"11118204","11118204-8704","25-44","MALE","BLACK","Y"
"12835942","12835942-8788","18-24","MALE","BLACK","N"
"15400561","15400561-8846","25-44","FEMALE","BLACK","Y"
"15400568","15400568-8854","18-24","MALE","BLACK","N"
"16631428","16631428-8861","<18","MALE","WHITE HISPANIC","N"
"16631436","16631436-8871","<18","MALE","BLACK","Y"
"16631436","16631436-8872","<18","MALE","BLACK","N"
"16631436","16631436-8873","<18","MALE","BLACK","N"
"16631437","16631437-8874","18-24","MALE","BLACK","Y"
"16631447","16631447-8884","18-24","MALE","BLACK","N"
"16631472","16631472-8918","25-44","MALE","BLACK","N"
"16631502","16631502-8967","18-24","MALE","WHITE HISPANIC","Y"
"16814022","16814022-9067","18-24","MALE","WHITE HISPANIC","N"
"16814026","16814026-9071","<18","FEMALE","BLACK","N"
"16895041","16895041-9145","<18","MALE","BLACK","N"
"16895049","16895049-9155","18-24","MALE","BLACK","N"
"23354050","23354050-9159","25-44","MALE","BLACK","N"
"23354121","23354121-9262","25-44","MALE","BLACK HISPANIC","N"
"23354126","23354126-9267","25-44","MALE","BLACK","N"
"23354126","23354126-9268","18-24","MALE","BLACK","N"
"23354128","23354128-9270","25-44","MALE","WHITE HISPANIC","N"
"23354138","23354138-9281","18-24","MALE","BLACK","N"
"23421784","23421784-9325","25-44","MALE","BLACK","N"
"23421801","23421801-9351","<18","MALE","BLACK","N"
"23444494","23444494-9380","25-44","MALE","BLACK","N"
"23501817","23501817-9411","18-24","MALE","WHITE HISPANIC","Y"
"23501817","23501817-9412","18-24","MALE","WHITE HISPANIC","N"
"23501817","23501817-9498","18-24","MALE","BLACK HISPANIC","N"
"23501822","23501822-9423","25-44","MALE","BLACK","Y"
"23501822","23501822-9424","25-44","MALE","BLACK","N"
"23501822","23501822-9425","25-44","MALE","BLACK","N"
"23525527","23525527-9459","18-24","MALE","BLACK","N"
"23525527","23525527-9460","18-24","MALE","BLACK","N"
"139635510","139635510-27189","18-24","MALE","BLACK","N"
"23588713","23588713-9507","18-24","MALE","BLACK","N"
"23588716","23588716-9512","18-24","MALE","BLACK","Y"
"23625565","23625565-9545","25-44","MALE","BLACK","N"
"23650225","23650225-9552","25-44","MALE","BLACK","Y"
"23749367","23749367-9615","25-44","MALE","BLACK","Y"
"23791859","23791859-9642","18-24","MALE","WHITE HISPANIC","Y"
"23822594","23822594-9670","25-44","MALE","BLACK","N"
"23846693","23846693-9705","25-44","MALE","BLACK","N"
"23888270","23888270-9720","18-24","MALE","WHITE HISPANIC","N"
"23888270","23888270-9721","<18","FEMALE","WHITE HISPANIC","N"
"23888272","23888272-9727","18-24","MALE","BLACK","N"
"23934579","23934579-9757","18-24","MALE","BLACK","N"
"23934579","23934579-9758","25-44","MALE","BLACK","N"
"24078698","24078698-9866","<18","MALE","BLACK","N"
"24157445","24157445-9918","25-44","MALE","BLACK","Y"
"24157445","24157445-9920","25-44","MALE","BLACK","N"
"24157445","24157445-9921","25-44","MALE","BLACK","N"
"24157445","24157445-9948","18-24","MALE","BLACK","N"
"24187297","24187297-9953","25-44","FEMALE","BLACK","N"
"24187298","24187298-9955","18-24","MALE","BLACK HISPANIC","N"
"24224968","24224968-9966","18-24","MALE","BLACK","N"
"24224968","24224968-9967","25-44","FEMALE","BLACK","N"
"24264432","24264432-10001","25-44","MALE","BLACK","Y"
"24378760","24378760-10056","18-24","MALE","BLACK","Y"
"24460720","24460720-10096","25-44","MALE","BLACK","N"
"24491442","24491442-10107","25-44","MALE","BLACK","N"
"24491451","24491451-10116","18-24","MALE","WHITE HISPANIC","Y"
"24550986","24550986-10135","18-24","MALE","BLACK","N"
"24643630","24643630-10199","25-44","MALE","BLACK","Y"
"24717010","24717010-10228","25-44","FEMALE","BLACK HISPANIC","N"
"24717014","24717014-10234","25-44","MALE","WHITE HISPANIC","N"
"24814500","24814500-10262","18-24","FEMALE","BLACK","N"
"24814503","24814503-10265","25-44","MALE","BLACK","N"
"24814505","24814505-10267","18-24","MALE","BLACK","N"
"24888642","24888642-10301","25-44","MALE","BLACK","N"
"24930769","24930769-10319","18-24","MALE","WHITE HISPANIC","N"
"24930770","24930770-10320","18-24","MALE","BLACK","N"
"25012784","25012784-10345","18-24","MALE","WHITE HISPANIC","Y"
"25036118","25036118-10364","<18","MALE","BLACK","N"
"25036118","25036118-10365","25-44","MALE","BLACK","N"
"25217937","25217937-10416","45-64","MALE","WHITE HISPANIC","N"
"25283461","25283461-10440","25-44","MALE","WHITE HISPANIC","Y"
"25359019","25359019-10473","<18","MALE","BLACK","N"
"25359022","25359022-10476","18-24","MALE","BLACK","N"
"25384534","25384534-10483","25-44","MALE","BLACK","N"
"25384542","25384542-10493","25-44","MALE","BLACK","N"
"25384542","25384542-10494","25-44","MALE","BLACK","N"
"25384542","25384542-10496","18-24","MALE","BLACK","N"
"25452378","25452378-10517","25-44","MALE","WHITE","N"
"25466212","25466212-10527","25-44","MALE","WHITE HISPANIC","Y"
"25490115","25490115-10549","18-24","MALE","BLACK","N"
"25527196","25527196-10567","25-44","MALE","WHITE HISPANIC","N"
"25586126","25586126-10587","25-44","MALE","BLACK","N"
"25607887","25607887-10601","18-24","MALE","BLACK","N"
"25607887","25607887-10602","25-44","MALE","BLACK HISPANIC","N"
"25640828","25640828-10612","25-44","MALE","BLACK","Y"
"25640832","25640832-10618","<18","MALE","BLACK","N"
"25786522","25786522-10670","65+","FEMALE","WHITE HISPANIC","Y"
"25786524","25786524-10672","25-44","MALE","BLACK","Y"
"25812420","25812420-10676","45-64","MALE","WHITE HISPANIC","N"
"25921479","25921479-10720","<18","MALE","BLACK","N"
"25921479","25921479-10721","18-24","MALE","BLACK","N"
"25950259","25950259-10741","45-64","MALE","BLACK","N"
"26035863","26035863-10786","25-44","MALE","BLACK","N"
"26035863","26035863-10787","25-44","MALE","BLACK","N"
"26035863","26035863-10788","25-44","MALE","BLACK","N"
"26035866","26035866-10794","<18","MALE","BLACK","N"
"26035870","26035870-10798","18-24","MALE","BLACK","N"
"26054097","26054097-10807","18-24","MALE","BLACK","N"
"26054097","26054097-11244","18-24","MALE","BLACK","N"
"26103370","26103370-10827","18-24","MALE","BLACK","N"
"26269973","26269973-10854","25-44","MALE","BLACK","N"
"26282954","26282954-10858","25-44","MALE","BLACK","N"
"26513633","26513633-10899","18-24","MALE","BLACK","N"
"26805793","26805793-10976","18-24","MALE","BLACK HISPANIC","N"
"26901375","26901375-10998","18-24","FEMALE","BLACK","N"
"27078636","27078636-11025","25-44","MALE","BLACK","N"
"27224671","27224671-11057","45-64","MALE","WHITE","N"
"27275899","27275899-11066","18-24","FEMALE","BLACK","N"
"27326276","27326276-11075","18-24","MALE","BLACK","N"
"27476265","27476265-11109","18-24","MALE","WHITE HISPANIC","Y"
"27476265","27476265-11110","18-24","MALE","WHITE HISPANIC","N"
"27538787","27538787-11123","18-24","MALE","BLACK","Y"
"27538787","27538787-11124","18-24","MALE","BLACK","N"
"27538787","27538787-11125","25-44","MALE","BLACK","N"
"28135658","28135658-11156","25-44","MALE","BLACK","Y"
"28224892","28224892-11176","25-44","MALE","BLACK","N"
"28349209","28349209-11214","25-44","MALE","BLACK","Y"
"28523999","28523999-11250","25-44","FEMALE","BLACK","Y"
"28523999","28523999-11252","25-44","FEMALE","BLACK","Y"
"28523999","28523999-11253","45-64","MALE","BLACK","Y"
"28590675","28590675-11275","25-44","MALE","BLACK","N"
"28635701","28635701-11294","25-44","MALE","ASIAN / PACIFIC ISLANDER","N"
"28635702","28635702-11295","18-24","MALE","BLACK","N"
"28635706","28635706-11298","18-24","MALE","WHITE HISPANIC","N"
"28654487","28654487-11305","18-24","MALE","BLACK","N"
"28848167","28848167-11343","18-24","MALE","BLACK","N"
"28926742","28926742-11376","45-64","MALE","BLACK","Y"
"28966096","28966096-11389","18-24","FEMALE","BLACK","Y"
"28980866","28980866-11399","18-24","MALE","BLACK","N"
"28993505","28993505-11405","25-44","MALE","BLACK","N"
"28993506","28993506-11406","18-24","MALE","BLACK","N"
"29098921","29098921-11448","45-64","MALE","BLACK","N"
"29301875","29301875-11530","18-24","MALE","BLACK","Y"
"29301880","29301880-11543","25-44","MALE","BLACK","N"
"29301882","29301882-11546","45-64","MALE","WHITE","Y"
"29301885","29301885-11551","25-44","MALE","BLACK HISPANIC","N"
"29320285","29320285-11555","18-24","MALE","BLACK","N"
"29320285","29320285-11556","65+","MALE","WHITE HISPANIC","N"
"32303927","32303927-11669","18-24","MALE","BLACK","N"
"32704128","32704128-11712","<18","MALE","BLACK","N"
"32786998","32786998-11761","25-44","MALE","BLACK","N"
"32835035","32835035-11782","<18","MALE","BLACK","N"
"32914993","32914993-11821","18-24","MALE","BLACK","N"
"32914993","32914993-11822","<18","MALE","BLACK","N"
"32914994","32914994-11823","<18","MALE","BLACK","N"
"32914997","32914997-11827","18-24","MALE","BLACK","N"
"32933393","32933393-11829","18-24","FEMALE","BLACK","N"
"32933393","32933393-11830","25-44","FEMALE","BLACK","N"
"32949485","32949485-11834","25-44","MALE","BLACK","N"
"32949486","32949486-11835","18-24","MALE","BLACK","N"
"32988709","32988709-11853","18-24","MALE","BLACK","N"
"33108414","33108414-11883","18-24","MALE","WHITE HISPANIC","N"
"33110760","33110760-11889","25-44","MALE","BLACK","N"
"33123786","33123786-11893","25-44","MALE","BLACK","N"
"33134571","33134571-11895","18-24","MALE","BLACK","N"
"33176862","33176862-11919","25-44","MALE","BLACK","N"
"33244456","33244456-11951","18-24","MALE","BLACK HISPANIC","Y"
"33244456","33244456-11952","25-44","MALE","WHITE HISPANIC","N"
"33253265","33253265-11961","<18","MALE","BLACK","N"
"33253265","33253265-11962","45-64","FEMALE","BLACK","N"
"33397046","33397046-11988","18-24","FEMALE","BLACK","N"
"33413507","33413507-11998","25-44","MALE","BLACK","Y"
"33445722","33445722-12019","45-64","MALE","WHITE","N"
"33493584","33493584-12035","25-44","MALE","BLACK","Y"
"33493584","33493584-12036","25-44","MALE","BLACK","N"
"33552561","33552561-12065","25-44","FEMALE","WHITE HISPANIC","Y"
"33588503","33588503-12075","18-24","MALE","BLACK","N"
"33588508","33588508-12083","18-24","MALE","WHITE HISPANIC","N"
"33588511","33588511-12088","25-44","MALE","WHITE","N"
"33635599","33635599-12101","18-24","MALE","WHITE HISPANIC","N"
"33635599","33635599-12104","18-24","MALE","WHITE HISPANIC","N"
"33725014","33725014-12165","18-24","MALE","BLACK","N"
"33826603","33826603-12186","<18","MALE","BLACK","N"
"33861151","33861151-12200","18-24","MALE","BLACK","N"
"33861152","33861152-12199","18-24","MALE","AMERICAN INDIAN/ALASKAN NATIVE","N"
"33915028","33915028-12207","25-44","MALE","BLACK","N"
"33962074","33962074-12219","25-44","MALE","BLACK","N"
"34078660","34078660-12278","18-24","MALE","BLACK","N"
"34114132","34114132-12298","18-24","MALE","BLACK","N"
"34114132","34114132-12299","<18","FEMALE","BLACK","N"
"34114132","34114132-12300","18-24","FEMALE","BLACK","N"
"34114132","34114132-12301","18-24","MALE","BLACK","N"
"34114132","34114132-12302","18-24","MALE","BLACK","N"
"34114132","34114132-12303","<18","MALE","BLACK","N"
"34129868","34129868-12309","<18","MALE","BLACK","N"
"34129868","34129868-12489","<18","MALE","BLACK","N"
"34129874","34129874-12316","<18","FEMALE","BLACK","N"
"34307318","34307318-12380","18-24","MALE","BLACK","N"
"34307322","34307322-12386","18-24","MALE","WHITE HISPANIC","N"
"34449566","34449566-12434","18-24","MALE","BLACK","N"
"34545402","34545402-12456","18-24","MALE","BLACK","N"
"34687230","34687230-12493","25-44","MALE","BLACK","N"
"34741680","34741680-12523","18-24","MALE","BLACK","N"
"34824226","34824226-12539","25-44","MALE","BLACK","N"
"34864270","34864270-12556","18-24","MALE","BLACK","N"
"34979904","34979904-12603","25-44","MALE","BLACK","Y"
"35158623","35158623-12653","18-24","MALE","BLACK","N"
"35158624","35158624-12654","18-24","MALE","BLACK HISPANIC","N"
"35215535","35215535-12681","18-24","MALE","BLACK","N"
"35323544","35323544-12707","<18","MALE","BLACK","N"
"35323544","35323544-12708","25-44","MALE","BLACK","N"
"35323544","35323544-12709","18-24","MALE","BLACK","N"
"35323544","35323544-12710","25-44","MALE","BLACK","N"
"35323547","35323547-12713","18-24","MALE","BLACK","Y"
"35386254","35386254-12734","25-44","MALE","BLACK HISPANIC","N"
"35693361","35693361-12836","18-24","MALE","BLACK","Y"
"35716736","35716736-12840","25-44","MALE","WHITE HISPANIC","N"
"35803763","35803763-12861","25-44","MALE","BLACK","Y"
"35890093","35890093-12882","25-44","MALE","BLACK","N"
"35992427","35992427-12906","25-44","MALE","BLACK","N"
"35992427","35992427-12908","<18","FEMALE","WHITE HISPANIC","N"
"36091664","36091664-12927","18-24","MALE","BLACK","Y"
"36091664","36091664-12928","25-44","MALE","BLACK","N"
"36199626","36199626-12955","45-64","MALE","ASIAN / PACIFIC ISLANDER","N"
"36213046","36213046-12958","18-24","MALE","BLACK HISPANIC","N"
"36326004","36326004-12976","18-24","MALE","BLACK","N"
"37244148","37244148-13033","18-24","MALE","BLACK","N"
"37467066","37467066-13100","18-24","MALE","BLACK","N"
"37609170","37609170-13133","25-44","MALE","BLACK","Y"
"37674578","37674578-13145","25-44","MALE","BLACK","N"
"38517492","38517492-13209","18-24","MALE","BLACK","N"
"39008805","39008805-13251","18-24","MALE","BLACK","N"
"41609542","41609542-13344","18-24","MALE","BLACK","N"
"44390631","44390631-13352","25-44","MALE","BLACK","Y"
"44537005","44537005-13391","18-24","MALE","BLACK","Y"
"44662318","44662318-13416","25-44","MALE","BLACK","Y"
"44843424","44843424-13454","18-24","MALE","BLACK","Y"
"44874422","44874422-13457","25-44","MALE","BLACK","N"
"44936760","44936760-13470","25-44","FEMALE","BLACK","Y"
"44936762","44936762-13472","<18","MALE","BLACK","N"
"45768385","45768385-13570","18-24","MALE","BLACK HISPANIC","N"
"45789778","45789778-13578","25-44","MALE","BLACK","N"
"45789780","45789780-13581","25-44","MALE","BLACK","N"
"45789780","45789780-13582","18-24","MALE","BLACK","N"
"45789780","45789780-13583","25-44","MALE","BLACK","N"
"45809560","45809560-13592","25-44","MALE","BLACK","Y"
"45872838","45872838-13601","25-44","MALE","BLACK","N"
"45893246","45893246-13609","<18","MALE","BLACK","Y"
"45970311","45970311-13636","18-24","FEMALE","BLACK","N"
"45970311","45970311-13637","18-24","MALE","BLACK","N"
"45970311","45970311-13638","25-44","MALE","BLACK","N"
"45990065","45990065-13648","45-64","MALE","WHITE HISPANIC","N"
"46048905","46048905-13660","18-24","MALE","BLACK","N"
"46322241","46322241-13715","18-24","MALE","BLACK","Y"
"46452057","46452057-13752","25-44","MALE","BLACK","N"
"46751777","46751777-13860","25-44","MALE","BLACK","N"
